file,page,status,Nombre,Gestora,Depositaria,N_Registro
Boletin_completo_02-11-2004_al_08-11-2004.pdf,3,NUEVAS_INSCRIPCIONES,"CAIXASABADELL PROTECCIO I, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CAIXA D´ESTALVIS DE SABADELL,3043
Boletin_completo_02-11-2004_al_08-11-2004.pdf,3,NUEVAS_INSCRIPCIONES,"RURAL GARANTIZADO RENTA VARIABLE IV, FI","GESCOOPERATIVO, S.A., S.G.I.I.C.","BANCO COOPERATIVO ESPAÑOL, S.A.",3044
Boletin_completo_02-11-2004_al_08-11-2004.pdf,3,NUEVAS_INSCRIPCIONES,"FONDUERO CAPITAL GARANTIZADO 5, FI","GESDUERO, S.G.I.I.C., S.A.",CAJA DE AHORROS DE SALAMANCA Y SORIA,3045
Boletin_completo_02-11-2004_al_08-11-2004.pdf,3,NUEVAS_INSCRIPCIONES,"EL MONTE AHORRO AÑO II, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",MONTE DE PIEDAD Y CAJA DE AHORROS DE HUELVA Y SEVILLA,3046
Boletin_completo_02-11-2004_al_08-11-2004.pdf,3,BAJAS,"BAJAS FONCAIXA FUTURO 49, FI",,,1435
Boletin_completo_09-11-2004_al_15-11-2004.pdf,3,NUEVAS_INSCRIPCIONES,"PBP INSIGNIA, FI","POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.","BANCOVAL, S.A.",3047
Boletin_completo_09-11-2004_al_15-11-2004.pdf,3,NUEVAS_INSCRIPCIONES,"AVIVA TRIPLE ALPHA, FI","INVERSEGUROS GESTION, S.A., S.G.I.I.C.","INVERSEGUROS, SOCIEDAD DE VALORES Y BOLSA, S.A.",3048
Boletin_completo_09-11-2004_al_15-11-2004.pdf,3,NUEVAS_INSCRIPCIONES,"BBVA PLAN RENTAS 2007, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3049
Boletin_completo_09-11-2004_al_15-11-2004.pdf,3,NUEVAS_INSCRIPCIONES,"BBVA PLAN RENTAS 2010, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3050
Boletin_completo_09-11-2004_al_15-11-2004.pdf,3,BAJAS,"CAIXA CATALUNYA EUROPA MIXT 75, FI",,,1101
Boletin_completo_09-11-2004_al_15-11-2004.pdf,3,BAJAS,"CAIXA CATALUNYA EUROPA MIXT 25, FI",,,201
Boletin_completo_09-11-2004_al_15-11-2004.pdf,3,BAJAS,"BNP PARIBAS GLOBAL II, FI",,,584
Boletin_completo_16-11-2004_al_22-11-2004.pdf,4,NUEVAS_INSCRIPCIONES,"FONDESPAÑA INTERNACIONAL, 8, FI","CAJA ESPAÑA FONDOS, S.A., S.G.I.I.C.","CAJA ESPAÑA DE INVERSIONES, CAJA DE AHORROS Y MONTE DE PIEDAD",3051
Boletin_completo_16-11-2004_al_22-11-2004.pdf,4,NUEVAS_INSCRIPCIONES,"CAJAGRANADA FONDPLAZO GARANTIZADO IV, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CAJA GENERAL DE AHORROS DE GRANADA,3052
Boletin_completo_16-11-2004_al_22-11-2004.pdf,4,NUEVAS_INSCRIPCIONES,"AHORRO CORPORACION PLAZO RENTAS 2, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CONFEDERACION ESPAÑOLA DE CAJAS DE AHORROS,3053
Boletin_completo_16-11-2004_al_22-11-2004.pdf,4,NUEVAS_INSCRIPCIONES,"UNIFOND 2006, FI","UNIGEST, S.G.I.I.C., S.A.","MONTES DE PIEDAD Y CAJA DE AHORROS DE RONDA, CADIZ, ALMERIA, MALAGA Y ANTEQ",3054
Boletin_completo_16-11-2004_al_22-11-2004.pdf,4,NUEVAS_INSCRIPCIONES,"UNIFOND 2010, FI","UNIGEST, S.G.I.I.C., S.A.","MONTES DE PIEDAD Y CAJA DE AHORROS DE RONDA, CADIZ, ALMERIA, MALAGA Y ANTEQ",3055
Boletin_completo_16-11-2004_al_22-11-2004.pdf,4,BAJAS,"BAJAS BETA EUROPYME ACCIONES, FI",,,1531
Boletin_completo_23-11-2004_al_29-11-2004.pdf,6,NUEVAS_INSCRIPCIONES,"URQUIJO VALUE EQUITY, FI","URQUIJO GESTION, S.G.I.I.C., S.A.","BANCO CDC URQUIJO, S.A.",3056
Boletin_completo_23-11-2004_al_29-11-2004.pdf,6,NUEVAS_INSCRIPCIONES,"SANTANDER CENTRAL HISPANO PODIUM PLUS, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","SANTANDER CENTRAL HISPANO INVESTMENT, S.A.",3057
Boletin_completo_23-11-2004_al_29-11-2004.pdf,6,NUEVAS_INSCRIPCIONES,"SELECTOR GLOBAL, FI","DUX INVERSORES, SGIIC, S.A.","BANKINTER, S.A.",3059
Boletin_completo_23-11-2004_al_29-11-2004.pdf,6,NUEVAS_INSCRIPCIONES,"ESCALATOR CAPITAL, FI","DUX INVERSORES, SGIIC, S.A.","BANKINTER, S.A.",3060
Boletin_completo_23-11-2004_al_29-11-2004.pdf,6,NUEVAS_INSCRIPCIONES,"BANCAJA GARANTIZADO GLOBAL TITANS 2, FI","GESTORA BANCAJA, S.G.I.I.C., S.A.","CAJA DE AHORROS DE VALENCIA, CASTELLON Y ALICANTE, BANCAJA",3058
Boletin_completo_23-11-2004_al_29-11-2004.pdf,6,NUEVAS_INSCRIPCIONES,"IBERCAJA MUNDIAL GARANTIZADO, FI","IBERCAJA GESTION, SGIIC, S.A.","CAJA DE AHORROS Y MONTE DE PIEDAD DE ZARAGOZA, ARAGON Y RIOJA (IBERCAJA)",3061
Boletin_completo_14-12-2004_al_20-12-2004.pdf,5,NUEVAS_INSCRIPCIONES,"EUROVALOR DOBLE ASEGURADO 2, FI","SOGEVAL, S.A., S.G.I.I.C.","BANCO POPULAR ESPAÑOL, S.A.",3069
Boletin_completo_14-12-2004_al_20-12-2004.pdf,5,NUEVAS_INSCRIPCIONES,"BBVA PLAN RENTAS 2010 B, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3070
Boletin_completo_14-12-2004_al_20-12-2004.pdf,5,BAJAS,"FONDEGA GLOBAL, FI",,,522
Boletin_completo_14-12-2004_al_20-12-2004.pdf,5,BAJAS,"FINVEREGA INTERNACIONAL, FI",,,1668
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,NUEVAS_INSCRIPCIONES,"SMART PLAYER FUND, FI","ASESORES Y GESTORES FINANCIEROS FONDOS, SGIIC, S.A.","SANTANDER CENTRAL HISPANO INVESTMENT, S.A.",3071
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,NUEVAS_INSCRIPCIONES,"EQUITY MANAGERS FUND, FI","ASESORES Y GESTORES FINANCIEROS FONDOS, SGIIC, S.A.","SANTANDER CENTRAL HISPANO INVESTMENT, S.A.",3072
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,NUEVAS_INSCRIPCIONES,"BOND MANAGERS FUND, FI","ASESORES Y GESTORES FINANCIEROS FONDOS, SGIIC, S.A.","SANTANDER CENTRAL HISPANO INVESTMENT, S.A.",3073
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,NUEVAS_INSCRIPCIONES,"CAJA SEGOVIA GARANTIZADO 2, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CONFEDERACION ESPAÑOLA DE CAJAS DE AHORROS,3074
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,NUEVAS_INSCRIPCIONES,"BBVA BONOS CORPORATIVOS, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3076
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,NUEVAS_INSCRIPCIONES,"BBVA DIVIDENDO EUROPA, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3075
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,NUEVAS_INSCRIPCIONES,"BBVA DIVIDENDO ESPAÑA, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3077
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,NUEVAS_INSCRIPCIONES,"BBVA PLAN RENTAS 2007 E, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3078
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,BAJAS,"BANKPYME EUROMIX 60 RV, FI",,,1553
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,BAJAS,"BANKPYME MULTIOCIO, FI",,,1133
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,BAJAS,"BANKPYME EUROTOP, FI",,,1555
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,BAJAS,"BANKPYME MULTIGESTORAS, FI",,,1169
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,BAJAS,"BANKPYME US AMERICA, FI",,,2619
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,BAJAS,"FON FINECO EUROINVERSION, FI",,,2420
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,BAJAS,"FON FINECO JAPON, FI",,,2419
Boletin_completo_21-12-2004_al_27-12-2004.pdf,5,BAJAS,"FON FINECO EURO ELITE, FI",,,2049
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,NUEVAS_INSCRIPCIONES,"CCM RENTAS PLUS GARANTIZADO, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CAJA DE AHORROS DE CASTILLA-LA MANCHA,3079
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,NUEVAS_INSCRIPCIONES,"FONDO SUPERSELECCION ACCIONES, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","SANTANDER CENTRAL HISPANO INVESTMENT, S.A.",3084
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,NUEVAS_INSCRIPCIONES,"BANKINTER LONG SHORT II, FI","GESBANKINTER, SGIIC, S.A.","BANKINTER, S.A.",3080
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,NUEVAS_INSCRIPCIONES,"BBVA EUROPA DEL ESTE, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3081
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,NUEVAS_INSCRIPCIONES,"BBVA RENTA FIJA LARGO PLUS, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3082
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,NUEVAS_INSCRIPCIONES,"BBVA MULTIFONDO ASIA, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3083
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,NUEVAS_INSCRIPCIONES,"SANTANDER CENTRAL HISPANO SMALL CAPS ESPAÑA, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","SANTANDER CENTRAL HISPANO INVESTMENT, S.A.",3085
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,NUEVAS_INSCRIPCIONES,"SANTANDER CENTRAL HISPANO TOP 25 UK, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","SANTANDER CENTRAL HISPANO INVESTMENT, S.A.",3086
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,NUEVAS_INSCRIPCIONES,"SANTANDER CENTRAL HISPANO SELECCION RENTA FIJA, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","SANTANDER CENTRAL HISPANO INVESTMENT, S.A.",3087
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,NUEVAS_INSCRIPCIONES,"SANTANDER CENTRAL HISPANO SELECCIÓN BRICT, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","SANTANDER CENTRAL HISPANO INVESTMENT, S.A.",3088
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,NUEVAS_INSCRIPCIONES,"SANTANDER CENTRAL HISPANO BENEFICIO, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","SANTANDER CENTRAL HISPANO INVESTMENT, S.A.",3089
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,BAJAS,"BAJAS BANKPYME FONSTRESOR CATALUNYA EUROFIX RF, FI",,,1869
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,BAJAS,"CORTAL CAPITAL DINAMICO, FI",,,2510
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,BAJAS,"FONCAIXA FUTURO 24, FI",,,1049
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,BAJAS,"FONCAIXA FUTURO 50, FI",,,1500
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,BAJAS,"FONCAIXA 71 GARANTIZADO MIXTO, FI",,,2574
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,BAJAS,"BSN BANIF CUPON 2004, FI",,,612
Boletin_completo_28-12-2004_al_03-01-2005.pdf,7,BAJAS,"SANTANDER CENTRAL HISPANO SECTOR BANCOS GARANTIZADO, FI",,,1585
Boletin_completo_11-01-2005_al_17-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"UNIFOND 2008, FI","UNIGEST, S.G.I.I.C., S.A.","MONTES DE PIEDAD Y CAJA DE AHORROS DE RONDA, CADIZ, ALMERIA, MALAGA Y ANTEQ",3090
Boletin_completo_11-01-2005_al_17-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"BBVA EURO QUANT, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3091
Boletin_completo_11-01-2005_al_17-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"BBVA RENTA LATAM CORTO PLAZO, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3092
Boletin_completo_11-01-2005_al_17-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"BBVA INTERES FLOTANTE, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3093
Boletin_completo_11-01-2005_al_17-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"BBVA IBEX QUANT, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3094
Boletin_completo_11-01-2005_al_17-01-2005.pdf,3,BAJAS,"SANTANDER CENTRAL HISPANO RENTAS 3 D, FI",,,698
Boletin_completo_11-01-2005_al_17-01-2005.pdf,3,BAJAS,"BCH RENTAS 5 N, FI",,,697
Boletin_completo_11-01-2005_al_17-01-2005.pdf,3,BAJAS,"DWS EURORENDIMIENTO, FI",,,505
Boletin_completo_11-01-2005_al_17-01-2005.pdf,4,BAJAS,"DWS BOLSA UNIVERSAL, FI",,,1815
Boletin_completo_11-01-2005_al_17-01-2005.pdf,4,BAJAS,"DWS NORTEAMERICA BOLSA, FI",,,1236
Boletin_completo_11-01-2005_al_17-01-2005.pdf,4,BAJAS,"DWS MIXTA II, FI",,,288
Boletin_completo_11-01-2005_al_17-01-2005.pdf,4,BAJAS,"DWS EUROPA MIXTO, FI",,,534
Boletin_completo_11-01-2005_al_17-01-2005.pdf,4,BAJAS,"DWS INVEST II, FI",,,264
Boletin_completo_11-01-2005_al_17-01-2005.pdf,4,BAJAS,"DWS INVEST LARGO PLAZO, FI",,,875
Boletin_completo_18-01-2005_al_24-01-2005.pdf,5,NUEVAS_INSCRIPCIONES,"CAJAMAR MONETARIO, FI","CAJAMAR GESTION SGIIC, S.A.","BANCO INVERSIS NET, S.A.",3095
Boletin_completo_18-01-2005_al_24-01-2005.pdf,5,NUEVAS_INSCRIPCIONES,"CAJAMAR BOLSA, FI","CAJAMAR GESTION SGIIC, S.A.","BANCO INVERSIS NET, S.A.",3096
Boletin_completo_18-01-2005_al_24-01-2005.pdf,5,NUEVAS_INSCRIPCIONES,"SPONDYLUS NEUTRAL, FI","RENTA 4 GESTORA, S.G.I.I.C., S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",3097
Boletin_completo_18-01-2005_al_24-01-2005.pdf,5,NUEVAS_INSCRIPCIONES,"EUROVALOR COMBINADO IBEX, FI","SOGEVAL, S.A., S.G.I.I.C.","BANCO POPULAR ESPAÑOL, S.A.",3098
Boletin_completo_18-01-2005_al_24-01-2005.pdf,5,NUEVAS_INSCRIPCIONES,"FONCAIXA 127 RENTA FIJA DOS AÑOS, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3099
Boletin_completo_18-01-2005_al_24-01-2005.pdf,5,NUEVAS_INSCRIPCIONES,"IBERCAJA PATRIMONIO DINAMICO, FI","IBERCAJA GESTION, SGIIC, S.A.","CAJA DE AHORROS Y MONTE DE PIEDAD DE ZARAGOZA, ARAGON Y RIOJA (IBERCAJA)",3100
Boletin_completo_18-01-2005_al_24-01-2005.pdf,5,NUEVAS_INSCRIPCIONES,"CAIXANOVA GARANTIZADO PRIVILEGE, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.","CAIXA DE AFORROS DE VIGO, OURENSE E PONTEVEDRA (CAIXANOVA)",3101
Boletin_completo_18-01-2005_al_24-01-2005.pdf,5,NUEVAS_INSCRIPCIONES,"BBVA RANKING PLUS, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3102
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,EUROVALOR IBEX PREMIUM FI,"SOGEVAL, S.A., S.G.I.I.C.","BANCO POPULAR ESPAÑOL, S.A.",3103
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"FONDO VALENCIA GARANTIZADO MIXTO 4, FI","GESTORA BANCAJA, S.G.I.I.C., S.A.","BANCO DE VALENCIA, S.A.",3104
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"EL MONTE AHORRO AÑO III, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",MONTE DE PIEDAD Y CAJA DE AHORROS DE HUELVA Y SEVILLA,3106
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"BANESTO GARANTIZADO DOBLE RENDIMIENTO, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","BANCO ESPAÑOL DE CREDITO, S.A.",3105
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"MULTIOPORTUNIDAD, FI","G.I.I.C. FINECO, S.A., S.G.I.I.C.","BANCO IXIS URQUIJO, S.A.",3107
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"BANESTO GARANTIZADO 25 POR CIENTO EUROPA, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","BANCO ESPAÑOL DE CREDITO, S.A.",3108
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"EL MONTE IBEX CLIQUET I, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",MONTE DE PIEDAD Y CAJA DE AHORROS DE HUELVA Y SEVILLA,3109
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"CAI 100 GARANTIZADO, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CAJA DE AHORROS DE LA INMACULADA DE ARAGON,3110
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"CAJACANARIAS AHORRO A PLAZO I, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CONFEDERACION ESPAÑOLA DE CAJAS DE AHORROS,3111
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,NUEVAS_INSCRIPCIONES,"CAIXA GALICIA IBEXPLUS, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CAJA DE AHORROS DE GALICIA,3112
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,BAJAS,"BARCLAYS MIXTO 50, FI",,,910
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,BAJAS,"ZARAGOZANO BOLSA MIXTO, FI",,,49
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,BAJAS,"BBVA GARANTIZADO FLEXIBLE III, FI",,,890
Boletin_completo_25-01-2005_al_31-01-2005.pdf,3,BAJAS,"BBVA MUNDIBOLSA GARANTIZADO 2, FI",,,1456
Boletin_completo_25-01-2005_al_31-01-2005.pdf,4,BAJAS,"BBVA MUNDIBOLSA 2, FI",,,155
Boletin_completo_25-01-2005_al_31-01-2005.pdf,4,BAJAS,"BBVA MUNDIBOLSA 5, FI",,,1601
Boletin_completo_25-01-2005_al_31-01-2005.pdf,4,BAJAS,"BBVA EUROINDICES 6 GARANTIZADO, FI",,,1608
Boletin_completo_25-01-2005_al_31-01-2005.pdf,4,BAJAS,"BBVA FONDBOLSA C, FI",,,2397
Boletin_completo_25-01-2005_al_31-01-2005.pdf,4,BAJAS,"BBVA FONDBOLSA-D, FI",,,948
Boletin_completo_25-01-2005_al_31-01-2005.pdf,4,BAJAS,"UNO-E DINERO, FI",,,966
Boletin_completo_25-01-2005_al_31-01-2005.pdf,4,BAJAS,"MICROTRENDS GLOBAL FUND, FI",,,2628
Boletin_completo_25-01-2005_al_31-01-2005.pdf,4,BAJAS,"MUTUAFONDO DINERO, FI",,,2643
Boletin_completo_01-02-2005_al_07-02-2005.pdf,3,NUEVAS_INSCRIPCIONES,"ALFA OMEGA, FI","INTERDIN GESTION, SGIIC, S.A.","BANCOVAL, S.A.",3113
Boletin_completo_01-02-2005_al_07-02-2005.pdf,3,NUEVAS_INSCRIPCIONES,"FONCAIXA 126 RENTA FIJA EMERGENTES, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3114
Boletin_completo_01-02-2005_al_07-02-2005.pdf,3,NUEVAS_INSCRIPCIONES,"FONDO RANGO 2, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","SANTANDER INVESTMENT SERVICES, S.A.",3115
Boletin_completo_01-02-2005_al_07-02-2005.pdf,3,NUEVAS_INSCRIPCIONES,"BBVA PLAN RENTAS 2010 C, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3117
Boletin_completo_01-02-2005_al_07-02-2005.pdf,3,NUEVAS_INSCRIPCIONES,"BBVA PLAN RENTAS 2007 F, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3116
Boletin_completo_01-02-2005_al_07-02-2005.pdf,3,BAJAS,"BARCLAYS GESTION 80, FI",,,80
Boletin_completo_01-02-2005_al_07-02-2005.pdf,3,BAJAS,"BANIF TESORERIA 2, FI",,,2493
Boletin_completo_01-02-2005_al_07-02-2005.pdf,3,BAJAS,"BANIF RENTA FIJA 2, FI",,,12
Boletin_completo_01-02-2005_al_07-02-2005.pdf,3,BAJAS,"BANIF ACCIONES ESPAÑOLAS, FI",,,217
Boletin_completo_08-02-2005_al_14-02-2005.pdf,4,NUEVAS_INSCRIPCIONES,"CAJAGRANADA RENTA FIJA GARANTIZADO III, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CAJA GENERAL DE AHORROS DE GRANADA,3118
Boletin_completo_08-02-2005_al_14-02-2005.pdf,4,NUEVAS_INSCRIPCIONES,"GRANDES CUENTAS BANESTO, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","BANCO ESPAÑOL DE CREDITO, S.A.",3119
Boletin_completo_08-02-2005_al_14-02-2005.pdf,4,NUEVAS_INSCRIPCIONES,"FONCAIXA 125 RENTA FIJA HIGH YIELD, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3120
Boletin_completo_08-02-2005_al_14-02-2005.pdf,4,NUEVAS_INSCRIPCIONES,"FONDOCAJA GARANTIZADO PREMIUM, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CONFEDERACION ESPAÑOLA DE CAJAS DE AHORROS,3121
Boletin_completo_08-02-2005_al_14-02-2005.pdf,4,NUEVAS_INSCRIPCIONES,"FONCAIXA 130 GARANTIZADO IBEX DOBLE 2, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3122
Boletin_completo_08-02-2005_al_14-02-2005.pdf,4,NUEVAS_INSCRIPCIONES,"EUROVALOR AHORRO DOLAR, FI","SOGEVAL, S.A., S.G.I.I.C.","BANCO POPULAR ESPAÑOL, S.A.",3123
Boletin_completo_08-02-2005_al_14-02-2005.pdf,4,BAJAS,"ZARAGOZANO GARANTIZADO PRIVILEGIO, FI",,,1406
Boletin_completo_15-02-2005_al_21-02-2005.pdf,6,NUEVAS_INSCRIPCIONES,"FONDESPAÑA GESTION ACTIVA GARANTIZADO, FI","CAJA ESPAÑA FONDOS, S.A., S.G.I.I.C.","CAJA ESPAÑA DE INVERSIONES, CAJA DE AHORROS Y MONTE DE PIEDAD",3124
Boletin_completo_15-02-2005_al_21-02-2005.pdf,6,NUEVAS_INSCRIPCIONES,"CAJAGRANADA FONDPLAZO GARANTIZADO V, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CAJA GENERAL DE AHORROS DE GRANADA,3125
Boletin_completo_15-02-2005_al_21-02-2005.pdf,6,NUEVAS_INSCRIPCIONES,"MULTIFONDO AMERICA, FI","G.I.I.C. FINECO, S.A., S.G.I.I.C.","SANTANDER INVESTMENT SERVICES, S.A.",3126
Boletin_completo_15-02-2005_al_21-02-2005.pdf,6,NUEVAS_INSCRIPCIONES,"UNIFOND TESORERIA, FI","UNIGEST, S.G.I.I.C., S.A.","MONTES DE PIEDAD Y CAJA DE AHORROS DE RONDA, CADIZ, ALMERIA, MALAGA Y ANTEQ",3127
Boletin_completo_15-02-2005_al_21-02-2005.pdf,6,NUEVAS_INSCRIPCIONES,"CANTABRIA CRECIMIENTO GARANTIZADO, FI","DWS INVESTMENTS (SPAIN), SGIIC, S.A.","DEUTSCHE BANK, SOCIEDAD ANONIMA ESPAÑOLA",3128
Boletin_completo_15-02-2005_al_21-02-2005.pdf,6,NUEVAS_INSCRIPCIONES,"BBVA 75 IBEX, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3129
Boletin_completo_15-02-2005_al_21-02-2005.pdf,6,BAJAS,"SEGURFONDO VALOR, FI",,,2884
Boletin_completo_22-02-2005_al_28-02-2005.pdf,6,NUEVAS_INSCRIPCIONES,"CAM FONDO MULTIGESTION 10, FI","GESTORA DE FONDOS DEL MEDITERRANEO, S.A., S.G.I.I.C.","GESTION DE ACTIVOS DEL MEDITERRANEO, SOCIEDAD DE VALORES, S.A.",3130
Boletin_completo_22-02-2005_al_28-02-2005.pdf,6,NUEVAS_INSCRIPCIONES,"CAM FONDO MULTIGESTION 20, FI","GESTORA DE FONDOS DEL MEDITERRANEO, S.A., S.G.I.I.C.","GESTION DE ACTIVOS DEL MEDITERRANEO, SOCIEDAD DE VALORES, S.A.",3131
Boletin_completo_22-02-2005_al_28-02-2005.pdf,6,NUEVAS_INSCRIPCIONES,"CAM FONDO MULTIGESTION 40, FI","GESTORA DE FONDOS DEL MEDITERRANEO, S.A., S.G.I.I.C.","GESTION DE ACTIVOS DEL MEDITERRANEO, SOCIEDAD DE VALORES, S.A.",3132
