file,page,status,Nombre,Gestora,Depositaria,N_Registro
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,"UNIFOND PATRIMONIO, FI","UNIGEST, S.G.I.I.C., S.A.","MONTES DE PIEDAD Y CAJA DE AHORROS DE RONDA, CADIZ, ALMERIA, MALAGA Y ANTEQ",3684
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,"FONDO VALENCIA GARANTIZADO MIXTO 5, FI","BANCAJA FONDOS, S.G.I.I.C., S.A.","BANCO DE VALENCIA, S.A.",3685
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,"BBVA PLAN RENTAS 2009 F, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3686
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,"CREDIT SUISSE TESORERIA, FI","CREDIT SUISSE GESTION, S.G.I.I.C., S.A.","CREDIT SUISSE, SUCURSAL EN ESPAÑA",3688
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,"DINER 2000, FI","CREDIT SUISSE GESTION, S.G.I.I.C., S.A.","CREDIT SUISSE, SUCURSAL EN ESPAÑA",3687
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,"CAJAMAR MONETARIO DINAMICO, F.I.","CAJAMAR GESTION SGIIC, S.A.","BANCO INVERSIS NET, S.A.",3691
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,"FONCAIXA GARANTÍA CESTA ACCIONES IBEX II, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3689
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,"FONCAIXA GARANTÍA EUROPA PROTECCIÓN V, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3690
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,CREDIT AGRICOLE MERCADINERO FI,"CREDIT AGRICOLE MERCAGESTION, S.A., S.G.I.I.C.","BILBAO PLAZA FINANCIERA DEPOSITARIA, AGENCIA DE VALORES, S.A.",3693
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,"BBVA BONO 2008 B, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3692
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,"BNP PARIBAS CASH, FI","BNP PARIBAS ASSET MANAGEMENT, S.A., SGIIC","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",3694
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,RURALRENTA FONDVALENCIA. FI,"GESCOOPERATIVO, S.A., S.G.I.I.C.","BANCO COOPERATIVO ESPAÑOL, S.A.",3695
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,"EUROVALOR COMBINADO 10, FI","SOGEVAL, S.A., S.G.I.I.C.","BANCO POPULAR ESPAÑOL, S.A.",3696
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,NUEVAS_INSCRIPCIONES,"INDOSUEZ ORO, FI","CREDIT AGRICOLE ASSET MANAGEMENT FONDOS, SGIIC, S.A.","CALYON, SUCURSAL EN ESPAÑA",3697
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"DWS DINER II, FI",,,140
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"DWS DINER, FI",,,79
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"DWS DINERPLUS, FI",,,172
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"RURALRENTA FONDVALENCIA, FI",,,87
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"UNIFOND DINERO, FI",,,104
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"UNIFOND PATRIMONIO, FI",,,220
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"CREDIT SUISSE TESORERIA, FI",,,207
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"DINER 2000, FI",,,116
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"CREDIT AGRICOLE MERCADINERO, FI",,,182
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"BNP PARIBAS CASH, FI",,,183
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"INDOSUEZ ORO, FI",,,103
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"TARRAGONAFONS MIXT INTERNACIONAL, FI",,,1416
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"BBVA NUEVAS TECNOLOGIAS, FI",,,1921
Boletin_completo_21-11-2006_al_27-11-2006.pdf,3,BAJAS,"MORGAN STANLEY FONDO ACTIVO VARIABLE, FI",,,3312
Boletin_completo_12-12-2006_al_18-12-2006.pdf,3,NUEVAS_INSCRIPCIONES,"FONPENEDES DINAMIC VAR8, FI","CEP GESTORA, S.G.I.I.C., S.A.",CAIXA D´ESTALVIS DEL PENEDES,3707
Boletin_completo_12-12-2006_al_18-12-2006.pdf,3,NUEVAS_INSCRIPCIONES,"FONPENEDES DINAMIC VAR2, FI","CEP GESTORA, S.G.I.I.C., S.A.",CAIXA D´ESTALVIS DEL PENEDES,3705
Boletin_completo_12-12-2006_al_18-12-2006.pdf,3,NUEVAS_INSCRIPCIONES,"FONPENEDES DINAMIC VAR4, FI","CEP GESTORA, S.G.I.I.C., S.A.",CAIXA D´ESTALVIS DEL PENEDES,3706
Boletin_completo_12-12-2006_al_18-12-2006.pdf,3,NUEVAS_INSCRIPCIONES,"FONCAIXA DINERO 6, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3708
Boletin_completo_12-12-2006_al_18-12-2006.pdf,3,NUEVAS_INSCRIPCIONES,"FONCAIXA DINERO 77, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3709
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"FONCAIXA DINERO 37, F.I.","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3710
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"FONCAIXA DINERO 32, F.I.","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3711
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"FIBANC PREMIER, FI","GES. FIBANC, S.G.I.I.C., S.A.","BANCO DE FINANZAS E INVERSIONES, S.A.",3712
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"FIBANC-FONDINER, FI","GES. FIBANC, S.G.I.I.C., S.A.","BANCO DE FINANZAS E INVERSIONES, S.A.",3713
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"FONDO MULTISELECCION 25, FI","BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A.",3714
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"CAJA INGENIEROS TESORERIA, F.I.","CAJA INGENIEROS GESTION, S.G.I.I.C., S.A.","CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS, S. COOP.",3715
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"FONCUENTA, FI","GAESCO GESTION, S.A., S.G.I.I.C.","BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",3716
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"CAM FUTURO 14 GARANTIZADO, FI","GESTORA DE FONDOS DEL MEDITERRANEO, S.A., S.G.I.I.C.","GESTION DE ACTIVOS DEL MEDITERRANEO, SOCIEDAD DE VALORES, S.A.",3717
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,BAJAS,"FONCAIXA DINERO 32, FI",,,8
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,BAJAS,"FONCAIXA DINERO 37, FI",,,111
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,BAJAS,"FONCAIXA DINERO 77, FI",,,223
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,BAJAS,"FONCAIXA DINERO 6, FI",,,9
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,BAJAS,"FIBANC-FONDINER, FI",,,1
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,BAJAS,"FIBANC PREMIER, FI",,,141
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,BAJAS,"FONCUENTA, FI",,,30
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,BAJAS,"CAJA INGENIEROS TESORERIA, FI",,,232
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,BAJAS,"EL MONTE AHORRO AÑO IV, FI",,,3158
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,BAJAS,"ARAGON PATRIMONIOS, FI",,,1382
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,BAJAS,"FONBILBAO FONDTESORO, FI",,,144
Boletin_completo_12-12-2006_al_18-12-2006.pdf,4,BAJAS,"FONDUERO CAPITAL GARANTIZADO 5, FI",,,3045
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"BBVA BOLSA JAPON BP (CUBIERTO), FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3718
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"BBVA BOLSA USA BP (CUBIERTO), FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3719
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"FONCAIXA GARANTÍA RENTA FIJA, F.I.","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3720
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,PROFIT DINERO,"GESPROFIT, S.A., S.G.I.I.C.","RBC DEXIA INVESTOR SERVICES ESPAÑA, S.A.",3721
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"FONDITEL DINERO, FI","FONDITEL GESTION, SGIIC, SA","RBC DEXIA INVESTOR SERVICES ESPAÑA, S.A.",3722
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"SANTANDER SELECCIÓN PREMIER AGUA, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","SANTANDER INVESTMENT, S.A.",3723
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"BBVA BONOS VALOR RELATIVO, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3724
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"BANKINTER EURIBOR PROTECCION, FI","BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A.",3725
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,NUEVAS_INSCRIPCIONES,"CAIXA CATALUNYA PATRIMONI DINAMIC, FI","CAIXA CATALUNYA GESTIO, S.G.I.I.C., S.A.",CAIXA D´ESTALVIS DE CATALUNYA,3726
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,BAJAS,"SABADELL BS CUPON GARANTIZADO, FI",,,1837
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,BAJAS,"SABADELL BS GARANTIA SUPERIOR 1, FI",,,2757
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,BAJAS,"FONDITEL DINERO, FI",,,233
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,BAJAS,"PROFIT DINERO, FI",,,76
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,BAJAS,"PENTAFONDO MIXTO, FI",,,988
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,BAJAS,"PENTAFONDO INTERNACIONAL, FI",,,1449
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,BAJAS,"SBP SABADELL FONDO 55, FI",,,1376
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,BAJAS,"SBP SABADELL DIVISAS 1, FI",,,494
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,BAJAS,"FONCAIXA BOLSA ESPAÑA 75-100, FI",,,3349
Boletin_completo_19-12-2006_al_25-12-2006.pdf,4,BAJAS,"HERMES GLOBAL, FI (EN LIQUIDACION)",,,1925
Boletin_completo_26-12-2006_al_01-01-2007.pdf,2,NUEVAS_INSCRIPCIONES,"QUALITY MEJORES IDEAS, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3727
Boletin_completo_26-12-2006_al_01-01-2007.pdf,2,NUEVAS_INSCRIPCIONES,"QUALITY BRIC, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3728
Boletin_completo_26-12-2006_al_01-01-2007.pdf,2,NUEVAS_INSCRIPCIONES,"QUALITY SECTOR INMOBILIARIO, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3729
Boletin_completo_26-12-2006_al_01-01-2007.pdf,2,NUEVAS_INSCRIPCIONES,CAJA MADRID RECURSOS NATURALES FI,"GESMADRID, S.A., S.G.I.I.C.",CAJA DE AHORROS Y MONTE DE PIEDAD DE MADRID,3730
Boletin_completo_26-12-2006_al_01-01-2007.pdf,2,BAJAS,"BBVA RENTA FIJA LARGO, FI",,,271
Boletin_completo_26-12-2006_al_01-01-2007.pdf,2,BAJAS,"BG ONDAR RENTA, FI",,,473
Boletin_completo_26-12-2006_al_01-01-2007.pdf,2,BAJAS,"BG URGULL PATRIMONIO, FI",,,474
Boletin_completo_09-01-2007_al_15-01-2007.pdf,2,NUEVAS_INSCRIPCIONES,"BANCAJA RENTA FIJA CORTO PLAZO, FI","BANCAJA FONDOS, S.G.I.I.C., S.A.","CAJA DE AHORROS DE VALENCIA, CASTELLON Y ALICANTE, BANCAJA",3732
Boletin_completo_09-01-2007_al_15-01-2007.pdf,2,NUEVAS_INSCRIPCIONES,"BBVA DJ EUROSTOXX 50 4 PLUS, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3733
Boletin_completo_09-01-2007_al_15-01-2007.pdf,2,NUEVAS_INSCRIPCIONES,"CAJA MADRID SELECCION FINANCIERA, FI","GESMADRID, S.A., S.G.I.I.C.",CAJA DE AHORROS Y MONTE DE PIEDAD DE MADRID,3734
Boletin_completo_09-01-2007_al_15-01-2007.pdf,2,BAJAS,"NPG MANAGED FUTURES, FI",,,3021
Boletin_completo_09-01-2007_al_15-01-2007.pdf,2,BAJAS,"FONCAIXA BOLSA EURO 75-100, FI",,,3350
Boletin_completo_09-01-2007_al_15-01-2007.pdf,3,BAJAS,"MADRID RENT FIJA, FI",,,312
Boletin_completo_09-01-2007_al_15-01-2007.pdf,3,BAJAS,"MADRID BONOS INTERNACIONAL, FI",,,1429
Boletin_completo_16-01-2007_al_22-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"SERFIEX EUROPA, FI","INVERSEGUROS GESTION, S.A., S.G.I.I.C.","INVERSEGUROS, SOCIEDAD DE VALORES Y BOLSA, S.A.",3735
Boletin_completo_16-01-2007_al_22-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"BANESTO RENTA FIJA FLEXIBLE, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","BANCO ESPAÑOL DE CREDITO, S.A.",3736
Boletin_completo_16-01-2007_al_22-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"BG INDICE GARANTIZADO, FI","GUIPUZCOANO, S.G.I.I.C., S.A.","BANCO GUIPUZCOANO, S.A.",3737
Boletin_completo_16-01-2007_al_22-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,BANKINTER INCENTIVO EUROPA II GARANTIZADO,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A.",3738
Boletin_completo_16-01-2007_al_22-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"CAIXA GALICIA GARANTÍA CINCO, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CAJA DE AHORROS DE GALICIA,3740
Boletin_completo_16-01-2007_al_22-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"CAI DEPÓSITO, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CAJA DE AHORROS DE LA INMACULADA DE ARAGON,3739
Boletin_completo_16-01-2007_al_22-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"BANKPYME FONDVALENCIA, FI","BANKPYME, S.A., S.G.I.I.C.","BANCO DE LA PEQUEÑA Y MEDIANA EMPRESA, S.A.",3741
Boletin_completo_16-01-2007_al_22-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"BANKPYME MULTIDINERO, FI","BANKPYME, S.A., S.G.I.I.C.","BANCO DE LA PEQUEÑA Y MEDIANA EMPRESA, S.A.",3742
Boletin_completo_16-01-2007_al_22-01-2007.pdf,3,BAJAS,"BETA-DINERO, FI",,,46
Boletin_completo_16-01-2007_al_22-01-2007.pdf,3,BAJAS,"BANKPYME MULTIDINERO, FI",,,2
Boletin_completo_16-01-2007_al_22-01-2007.pdf,3,BAJAS,"BANKPYME FONDVALENCIA, FI",,,144
Boletin_completo_16-01-2007_al_22-01-2007.pdf,3,BAJAS,"BBVA BONOS USA, FI",,,324
Boletin_completo_23-01-2007_al_29-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"ALFIL CAPITAL RENTABILIDAD ABSOLUTA, FI","GESTIFONDO, S.A., S.G.I.I.C.","SANTANDER INVESTMENT, S.A.",3743
Boletin_completo_23-01-2007_al_29-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"UNIFOND EURIBOR PLUS, FI","UNIGEST, S.G.I.I.C., S.A.","MONTES DE PIEDAD Y CAJA DE AHORROS DE RONDA, CADIZ, ALMERIA, MALAGA Y ANTEQ",3744
Boletin_completo_23-01-2007_al_29-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"EUROVALOR RENTA 2008, FI","SOGEVAL, S.A., S.G.I.I.C.","BANCO POPULAR ESPAÑOL, S.A.",3745
Boletin_completo_23-01-2007_al_29-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,FONDO GARANTIZADO CONFIANZA X,"CAJA MURCIA, FI AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CAJA DE AHORROS DE MURCIA,3746
Boletin_completo_23-01-2007_al_29-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"BANCAJA GARANTIZADO 12, FI","BANCAJA FONDOS, S.G.I.I.C., S.A.","CAJA DE AHORROS DE VALENCIA, CASTELLON Y ALICANTE, BANCAJA",3747
Boletin_completo_23-01-2007_al_29-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"FONCAIXA GARANTIA EUROPA PROTECCION VI, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3748
Boletin_completo_23-01-2007_al_29-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"BBVA PLAN RENTAS 2009 H, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3749
Boletin_completo_23-01-2007_al_29-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"BBVA PLAN RENTAS 2012 B, FI","BBVA GESTION, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A.",3750
Boletin_completo_23-01-2007_al_29-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,BBK GARANTIZADO CARTERAS FI,"BBK GESTION, S.A., S.G.I.I.C.","BILBAO BIZKAIA KUTXA, AURREZKI KUTXA ETA BAHITETXEA",3751
Boletin_completo_23-01-2007_al_29-01-2007.pdf,3,NUEVAS_INSCRIPCIONES,"CAIXANOVA GARANTIZADO GLOBAL III, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.","CAIXA DE AFORROS DE VIGO, OURENSE E PONTEVEDRA (CAIXANOVA)",3752
Boletin_completo_23-01-2007_al_29-01-2007.pdf,3,BAJAS,"GESCARTERA GLOBAL, FI (GESTORA INTERVENIDA 14/6/01)",,,1157
Boletin_completo_30-01-2007_al_05-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"GLOBAL BEST SELECTION, FI","ESPIRITO SANTO GESTION, S.A., SGIIC","BANCO ESPIRITO SANTO, S.A.",3753
Boletin_completo_30-01-2007_al_05-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"CAJA MADRID EUROPA PLUS, FI","GESMADRID, S.A., S.G.I.I.C.",CAJA DE AHORROS Y MONTE DE PIEDAD DE MADRID,3754
Boletin_completo_30-01-2007_al_05-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"FONDCÍRCULO AHORRO 2007, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CONFEDERACION ESPAÑOLA DE CAJAS DE AHORROS,3755
Boletin_completo_30-01-2007_al_05-02-2007.pdf,8,BAJAS,"EUROVALOR DOBLE BENEFICIO, FI",,,758
Boletin_completo_30-01-2007_al_05-02-2007.pdf,8,BAJAS,"EUROVALOR RENTABILIDAD PROTEGIDA, FI",,,2057
Boletin_completo_30-01-2007_al_05-02-2007.pdf,8,BAJAS,"RENDIMIENTO ABSOLUTO, FI",,,2830
Boletin_completo_30-01-2007_al_05-02-2007.pdf,8,BAJAS,"RURAL GESTION DINAMICA, FI",,,1958
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"FONCAIXA PERSONAL BOLSA JAPON, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3756
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"FONCAIXA RENTA FIJA CORTO PLAZO LIBRA, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3757
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"FONCAIXA PERSONAL RENTA FIJA CORTO PLAZO LIBRA, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3758
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"FONCAIXA RENTA FIJA DURACION, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3759
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"FONCAIXA BOLSA JAPON, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3760
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"FONCAIXA PERSONAL RENTA FIJA DURACION, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3761
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"FONCAIXA BOLSA REINO UNIDO, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3764
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"FONCAIXA BOLSA SUIZA, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3762
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"FONCAIXA PERSONAL BOLSA REINO UNIDO, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3765
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"FONCAIXA PERSONAL BOLSA SUIZA, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3763
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"CATALANA OCCIDENTE BOLSA MUNDIAL, FI","GESIURIS, S.A., S.G.I.I.C.","BANCO ESPAÑOL DE CREDITO, S.A.",3766
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"WELZIA BANKS, FI","WELZIA MANAGEMENT, SGIIC, S.A.","UBS ESPAÑA, S.A.",3768
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"FONCAIXA CARTERA DINAMICO V3, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3767
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"CAI GARANTIZADO EUROSTOXX, FI","AHORRO CORPORACION GESTION, S.G.I.I.C., S.A.",CAJA DE AHORROS DE LA INMACULADA DE ARAGON,3769
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"SANTANDER INDICE EUROPA ASEGURADO, FI","SANTANDER GESTION DE ACTIVOS, S.A., SGIIC","SANTANDER INVESTMENT, S.A.",3770
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"FONCAIXA GARANTÍA RENTA FIJA 2, FI","INVERCAIXA GESTION, S.A., SGIIC",CAJA DE AHORROS Y PENSIONES DE BARCELONA,3771
Boletin_completo_13-02-2007_al_19-02-2007.pdf,8,NUEVAS_INSCRIPCIONES,"IBERCAJA MEJOR BOLSA, FI","IBERCAJA GESTION, SGIIC, S.A.","CAJA DE AHORROS Y MONTE DE PIEDAD DE ZARAGOZA, ARAGON Y RIOJA (IBERCAJA)",3772
Boletin_completo_27-02-2007_al_05-03-2007.pdf,6,NUEVAS_INSCRIPCIONES,"METAVALOR EUROPA, F.I.","METAGESTION, S.A., S.G.I.I.C.","SANTANDER INVESTMENT, S.A.",3773
Boletin_completo_27-02-2007_al_05-03-2007.pdf,6,NUEVAS_INSCRIPCIONES,"INVERCLASIC, FI","BANCAJA FONDOS, S.G.I.I.C., S.A.","CAJA DE AHORROS DE VALENCIA, CASTELLON Y ALICANTE, BANCAJA",3774
Boletin_completo_27-02-2007_al_05-03-2007.pdf,6,NUEVAS_INSCRIPCIONES,"BANCAJA DINERO V, FI","BANCAJA FONDOS, S.G.I.I.C., S.A.","CAJA DE AHORROS DE VALENCIA, CASTELLON Y ALICANTE, BANCAJA",3775
